{'axis': 'X', 'long_name': '', 'standard_name': 'longitude', 'units': 'degrees_east'}
-104.99028778076172
{'axis': 'Y', 'long_name': '', 'standard_name': 'latitude', 'units': 'degrees_north'}
-2.50003719329834
start time: 2023-11-08T07:10:40.000000000
end time: 2023-11-08T09:23:00.000000000
'pressure [hPa]','temperature [degC]', 'salinity [g kg-1]'
0.2000,28.4517,34.8827
1.2000,28.4887,34.8867
2.2000,28.4690,34.8924
3.2000,28.3144,34.9612
4.2000,27.9547,35.0924
5.2000,27.1119,35.2656
6.2000,25.5141,35.3746
7.2000,23.8784,35.3653
8.2000,21.8406,35.3192
9.2000,18.9594,35.2950
10.2000,18.4249,35.2493
11.2000,17.9514,35.1979
12.2000,17.3351,35.1511
13.2000,16.7670,35.1043
14.2000,16.6956,35.0967
15.2000,16.5302,35.0843
16.2000,16.3161,35.0721
17.2000,16.1783,35.0528
18.2000,15.9432,35.0338
19.2000,15.7608,35.0247
20.2000,15.6099,35.0181
21.2000,15.5368,35.0155
22.2000,15.4439,35.0069
23.2000,15.3133,35.0059
24.2000,15.2337,35.0023
25.2000,15.0890,34.9921
26.2000,14.9592,34.9847
27.2000,14.7436,34.9819
28.2000,14.5784,34.9611
29.2000,14.3424,34.9488
30.2000,14.0996,34.9349
31.2000,13.9337,34.9208
32.2000,13.7415,34.9058
33.2000,13.5989,34.8897
34.2000,13.4172,34.8832
35.2000,13.1540,34.8644
36.2000,12.9454,34.8511
37.2000,12.7685,34.8405
38.2000,12.5368,34.8202
39.2000,12.3244,34.8050
40.2000,12.0878,34.7999
41.2000,11.9392,34.7901
42.2000,11.7740,34.7803
43.2000,11.6142,34.7628
44.2000,11.4338,34.7572
45.2000,11.3324,34.7518
46.2000,11.1840,34.7378
47.2000,10.9522,34.7269
48.2000,10.6540,34.7124
49.2000,10.4882,34.7061
50.2000,10.3449,34.6925
51.2000,10.1042,34.6859
52.2000,9.8774,34.6749
53.2000,9.6624,34.6587
54.2000,9.5181,34.6533
55.2000,9.4330,34.6503
56.2000,9.2919,34.6479
57.2000,9.2295,34.6509
58.2000,9.1111,34.6521
59.2000,9.0456,34.6423
60.2000,8.9152,34.6402
61.2000,8.7980,34.6327
62.2000,8.6770,34.6300
63.2000,8.5188,34.6281
64.2000,8.4597,34.6264
65.2000,8.3653,34.6299
66.2000,8.3769,34.6316
67.2000,8.2794,34.6288
68.2000,8.2067,34.6250
69.2000,8.2261,34.6271
70.2000,8.1032,34.6265
71.2000,8.0938,34.6270
72.2000,8.0225,34.6293
73.2000,8.0173,34.6278
74.2000,8.0328,34.6261
75.2000,7.9318,34.6261
76.2000,7.9313,34.6275
77.2000,7.8647,34.6243
78.2000,7.7789,34.6283
79.2000,7.7525,34.6306
80.2000,7.7053,34.6325
81.2000,7.6787,34.6330
82.2000,7.6209,34.6334
83.2000,7.5491,34.6293
84.2000,7.4442,34.6241
85.2000,7.4056,34.6269
86.2000,7.2680,34.6270
87.2000,7.2655,34.6284
88.2000,7.1679,34.6307
89.2000,7.0404,34.6316
90.2000,6.9957,34.6354
91.2000,6.9180,34.6344
92.2000,6.8509,34.6349
93.2000,6.8001,34.6342
94.2000,6.7907,34.6323
95.2000,6.7815,34.6338
96.2000,6.7695,34.6378
97.2000,6.7012,34.6385
98.2000,6.6653,34.6318
99.2000,6.5918,34.6326
100.2000,6.5420,34.6376
101.2000,6.5000,34.6340
102.2000,6.4806,34.6328
103.2000,6.3629,34.6310
104.2000,6.3018,34.6296
105.2000,6.1993,34.6286
106.2000,6.1984,34.6255
107.2000,6.2076,34.6255
108.2000,6.1024,34.6232
109.2000,6.1012,34.6238
110.2000,6.0468,34.6228
111.2000,6.0297,34.6224
112.2000,5.9327,34.6251
113.2000,5.8543,34.6229
114.2000,5.8831,34.6166
115.2000,5.8160,34.6110
116.2000,5.7857,34.6072
117.2000,5.7605,34.6139
118.2000,5.7190,34.6111
119.2000,5.6466,34.6105
120.2000,5.5845,34.6088
121.2000,5.5358,34.6114
122.2000,5.4857,34.6162
123.2000,5.4270,34.6118
124.2000,5.3629,34.6121
125.2000,5.3698,34.6137
126.2000,5.3452,34.6115
127.2000,5.2919,34.6117
128.2000,5.2965,34.6098
129.2000,5.2853,34.6111
130.2000,5.2958,34.6119
131.2000,5.2469,34.6128
132.2000,5.1723,34.6177
133.2000,5.0685,34.6237
134.2000,4.9955,34.6275
135.2000,4.8712,34.6277
136.2000,4.8354,34.6238
137.2000,4.7844,34.6308
138.2000,4.7462,34.6300
139.2000,4.7007,34.6311
140.2000,4.6482,34.6308
141.2000,4.5609,34.6330
142.2000,4.5887,34.6401
143.2000,4.5771,34.6462
144.2000,4.5433,34.6472
145.2000,4.5169,34.6517
146.2000,4.4519,34.6550
147.2000,4.4943,34.6567
148.2000,4.4600,34.6590
149.2000,4.4218,34.6632
150.2000,4.3864,34.6617
151.2000,4.3725,34.6582
152.2000,4.3609,34.6567
153.2000,4.3063,34.6565
154.2000,4.2373,34.6593
155.2000,4.1785,34.6598
156.2000,4.1519,34.6561
157.2000,4.1252,34.6585
158.2000,4.1166,34.6621
159.2000,4.1008,34.6642
160.2000,4.0998,34.6651
161.2000,4.0977,34.6645
162.2000,4.0859,34.6627
163.2000,4.0182,34.6656
164.2000,3.9561,34.6666
165.2000,3.8712,34.6652
166.2000,3.8451,34.6654
167.2000,3.7814,34.6672
168.2000,3.7016,34.6636
169.2000,3.6413,34.6658
170.2000,3.5783,34.6687
171.2000,3.5639,34.6664
172.2000,3.5958,34.6685
173.2000,3.5904,34.6712
174.2000,3.6240,34.6758
175.2000,3.6623,34.6755
176.2000,3.6316,34.6768
177.2000,3.5917,34.6771
178.2000,3.6146,34.6783
179.2000,3.5644,34.6747
180.2000,3.5625,34.6718
181.2000,3.5222,34.6700
182.2000,3.4887,34.6694
183.2000,3.4612,34.6666
184.2000,3.3868,34.6666
185.2000,3.3644,34.6696
186.2000,3.2870,34.6712
187.2000,3.2901,34.6716
188.2000,3.3160,34.6713
189.2000,3.2960,34.6709
190.2000,3.3318,34.6741
191.2000,3.3148,34.6745
192.2000,3.2924,34.6718
193.2000,3.3128,34.6714
194.2000,3.3504,34.6716
195.2000,3.3665,34.6701
196.2000,3.3095,34.6735
197.2000,3.2842,34.6703
198.2000,3.2427,34.6725
199.2000,3.2212,34.6728
200.2000,3.1983,34.6772
201.2000,3.1781,34.6794
202.2000,3.2114,34.6807
203.2000,3.1955,34.6815
204.2000,3.2299,34.6789
205.2000,3.1945,34.6804
206.2000,3.1968,34.6852
207.2000,3.2133,34.6865
208.2000,3.1859,34.6853
209.2000,3.2099,34.6835
210.2000,3.2247,34.6832
211.2000,3.1870,34.6840
212.2000,3.1646,34.6837
213.2000,3.1409,34.6888
214.2000,3.1182,34.6875
215.2000,3.0603,34.6846
216.2000,3.0728,34.6883
217.2000,3.0332,34.6886
218.2000,3.0187,34.6919
219.2000,3.0017,34.6917
220.2000,2.9864,34.6939
221.2000,2.9847,34.6931
222.2000,2.9838,34.6940
223.2000,3.0138,34.6943
224.2000,3.0163,34.6923
225.2000,3.0053,34.6888
226.2000,3.0019,34.6918
227.2000,2.9598,34.6951
228.2000,2.9223,34.6985
229.2000,2.8803,34.6979
230.2000,2.8582,34.6977
231.2000,2.8244,34.6974
232.2000,2.8212,34.6942
233.2000,2.8085,34.6973
234.2000,2.7744,34.6990
235.2000,2.7921,34.6979
236.2000,2.7932,34.6993
237.2000,2.7945,34.7002
238.2000,2.7999,34.6983
239.2000,2.7872,34.6974
240.2000,2.7668,34.7001
241.2000,2.7493,34.7007
242.2000,2.7676,34.7006
243.2000,2.7281,34.7014
244.2000,2.7156,34.7013
245.2000,2.7097,34.6981
246.2000,2.6843,34.6979
247.2000,2.6946,34.6982
248.2000,2.6649,34.6997
249.2000,2.6191,34.6995
250.2000,2.5842,34.6991
251.2000,2.5772,34.6997
252.2000,2.5557,34.6972
253.2000,2.5241,34.6951
254.2000,2.5244,34.6967
255.2000,2.5139,34.6954
256.2000,2.5055,34.6925
257.2000,2.5138,34.6928
258.2000,2.4946,34.6911
259.2000,2.4728,34.6902
260.2000,2.4479,34.6892
261.2000,2.4291,34.6903
262.2000,2.3938,34.6899
263.2000,2.3599,34.6919
264.2000,2.3764,34.6928
265.2000,2.3491,34.6928
266.2000,2.3659,34.6924
267.2000,2.3644,34.6911
268.2000,2.3647,34.6922
269.2000,2.3842,34.6931
270.2000,2.4021,34.6941
271.2000,2.3884,34.6946
272.2000,2.3702,34.6974
273.2000,2.3707,34.6974
274.2000,2.3525,34.6969
275.2000,2.3481,34.6979
276.2000,2.3346,34.6974
277.2000,2.3159,34.6975
278.2000,2.3225,34.6965
279.2000,2.3088,34.6960
280.2000,2.3008,34.6948
281.2000,2.2592,34.6935
282.2000,2.2321,34.6929
283.2000,2.2434,34.6942
284.2000,2.2376,34.6928
285.2000,2.2338,34.6906
286.2000,2.2102,34.6922
287.2000,2.1976,34.6939
288.2000,2.1966,34.6930
289.2000,2.2132,34.6919
290.2000,2.1956,34.6918
291.2000,2.1824,34.6896
292.2000,2.1874,34.6876
293.2000,2.1874,34.6889
294.2000,2.1615,34.6891
295.2000,2.1645,34.6907
296.2000,2.1417,34.6923
297.2000,2.1355,34.6924
298.2000,2.1243,34.6928
299.2000,2.1175,34.6937
300.2000,2.1143,34.6954
301.2000,2.1167,34.6949
302.2000,2.1189,34.6946
303.2000,2.0948,34.6937
304.2000,2.0888,34.6949
305.2000,2.0714,34.6943
306.2000,2.0524,34.6935
307.2000,2.0339,34.6928
308.2000,2.0243,34.6928
309.2000,1.9973,34.6941
310.2000,1.9694,34.6948
311.2000,1.9436,34.6945
312.2000,1.9349,34.6941
313.2000,1.9306,34.6940
314.2000,1.9229,34.6935
315.2000,1.9141,34.6923
316.2000,1.8909,34.6927
317.2000,1.8769,34.6934
318.2000,1.8732,34.6942
319.2000,1.8554,34.6936
320.2000,1.8557,34.6947
321.2000,1.8568,34.6934
322.2000,1.8319,34.6950
323.2000,1.8272,34.6945
324.2000,1.8042,34.6950
325.2000,1.8008,34.6950
326.2000,1.7929,34.6951
327.2000,1.7991,34.6960
328.2000,1.7788,34.6960
329.2000,1.7850,34.6963
330.2000,1.7912,34.6964
331.2000,1.7632,34.6959
332.2000,1.7560,34.6956
333.2000,1.7642,34.6949
334.2000,1.7566,34.6948
335.2000,1.7609,34.6952
336.2000,1.7563,34.6946
337.2000,1.7526,34.6934
338.2000,1.7403,34.6928
339.2000,1.7387,34.6915
340.2000,1.7168,34.6923
341.2000,1.7124,34.6921
342.2000,1.7174,34.6924
343.2000,1.7017,34.6917
344.2000,1.6899,34.6907
345.2000,1.6880,34.6915
346.2000,1.6809,34.6913
347.2000,1.6690,34.6905
348.2000,1.6709,34.6897
349.2000,1.6629,34.6908
350.2000,1.6569,34.6906
351.2000,1.6378,34.6907
352.2000,1.6218,34.6909
353.2000,1.6219,34.6911
354.2000,1.6093,34.6906
355.2000,1.6046,34.6900
356.2000,1.5995,34.6906
357.2000,1.5967,34.6906
358.2000,1.5826,34.6906
359.2000,1.5783,34.6906
360.2000,1.5767,34.6900
361.2000,1.5762,34.6893
362.2000,1.5641,34.6885
363.2000,1.5628,34.6888
364.2000,1.5605,34.6880
365.2000,1.5530,34.6876
366.2000,1.5391,34.6875
367.2000,1.5305,34.6874
368.2000,1.5170,34.6868
369.2000,1.5050,34.6866
370.2000,1.5070,34.6869
371.2000,1.4973,34.6866
372.2000,1.4833,34.6867
373.2000,1.4784,34.6865
374.2000,1.4658,34.6865
375.2000,1.4625,34.6861
376.2000,1.4547,34.6856
377.2000,1.4456,34.6859
378.2000,1.4351,34.6854
379.2000,1.4339,34.6851
380.2000,1.4282,34.6849
381.2000,1.4182,34.6849
382.2000,1.4145,34.6844
383.2000,1.4049,34.6844
384.2000,1.3952,34.6842
385.2000,1.3905,34.6839
386.2000,1.3813,34.6838
387.2000,1.3737,34.6836
388.2000,1.3717,34.6831
389.2000,1.3669,34.6826
390.2000,1.3672,34.6825
391.2000,1.3629,34.6824
392.2000,1.3600,34.6823
393.2000,1.3588,34.6822
394.2000,1.3613,34.6820
395.2000,1.3557,34.6821
396.2000,1.3558,34.6820
397.2000,1.3522,34.6819
398.2000,1.3516,34.6820
397.2000,1.3512,34.6819
396.2000,1.3512,34.6820
395.2000,1.3493,34.6822
394.2000,1.3465,34.6824
393.2000,1.3515,34.6824
392.2000,1.3517,34.6826
391.2000,1.3506,34.6829
390.2000,1.3541,34.6829
389.2000,1.3528,34.6834
388.2000,1.3537,34.6835
387.2000,1.3569,34.6835
386.2000,1.3595,34.6838
385.2000,1.3666,34.6842
384.2000,1.3704,34.6842
383.2000,1.3774,34.6845
382.2000,1.3855,34.6845
381.2000,1.3926,34.6850
380.2000,1.4026,34.6851
379.2000,1.4061,34.6852
378.2000,1.4074,34.6857
377.2000,1.4076,34.6856
376.2000,1.4150,34.6858
375.2000,1.4244,34.6863
374.2000,1.4359,34.6865
373.2000,1.4377,34.6864
372.2000,1.4441,34.6865
371.2000,1.4566,34.6869
370.2000,1.4661,34.6867
369.2000,1.4746,34.6872
368.2000,1.4815,34.6875
367.2000,1.4798,34.6878
366.2000,1.4808,34.6880
365.2000,1.4793,34.6887
364.2000,1.4916,34.6885
363.2000,1.5008,34.6884
362.2000,1.5019,34.6889
361.2000,1.5051,34.6895
360.2000,1.5204,34.6904
359.2000,1.5285,34.6906
358.2000,1.5342,34.6913
357.2000,1.5350,34.6910
356.2000,1.5461,34.6904
355.2000,1.5654,34.6907
354.2000,1.5732,34.6918
353.2000,1.5834,34.6919
352.2000,1.5994,34.6926
351.2000,1.6151,34.6929
350.2000,1.6327,34.6937
349.2000,1.6521,34.6947
348.2000,1.6633,34.6950
347.2000,1.6641,34.6950
346.2000,1.6789,34.6951
345.2000,1.6841,34.6960
344.2000,1.6889,34.6959
343.2000,1.6853,34.6961
342.2000,1.6872,34.6965
341.2000,1.6862,34.6959
340.2000,1.6994,34.6961
339.2000,1.7051,34.6962
338.2000,1.7092,34.6969
337.2000,1.7042,34.6980
336.2000,1.7053,34.6977
335.2000,1.7176,34.6970
334.2000,1.7285,34.6969
333.2000,1.7435,34.6964
332.2000,1.7523,34.6966
331.2000,1.7455,34.6958
330.2000,1.7525,34.6946
329.2000,1.7710,34.6953
328.2000,1.7949,34.6960
327.2000,1.8226,34.6964
326.2000,1.8409,34.6970
325.2000,1.8415,34.6972
324.2000,1.8404,34.6973
323.2000,1.8521,34.6968
322.2000,1.8661,34.6969
321.2000,1.8704,34.6964
320.2000,1.8829,34.6953
319.2000,1.8938,34.6954
318.2000,1.9265,34.6950
317.2000,1.9294,34.6944
316.2000,1.9254,34.6945
315.2000,1.9305,34.6937
314.2000,1.9253,34.6930
313.2000,1.9215,34.6919
312.2000,1.9270,34.6913
311.2000,1.9457,34.6910
310.2000,1.9315,34.6897
309.2000,1.9522,34.6896
308.2000,1.9620,34.6899
307.2000,1.9506,34.6903
306.2000,1.9460,34.6913
305.2000,1.9477,34.6913
304.2000,1.9484,34.6907
303.2000,1.9535,34.6917
302.2000,1.9831,34.6925
301.2000,1.9915,34.6945
300.2000,2.0032,34.6940
299.2000,2.0247,34.6929
298.2000,2.0338,34.6934
297.2000,2.0364,34.6922
296.2000,2.0384,34.6927
295.2000,2.0568,34.6943
294.2000,2.0667,34.6949
293.2000,2.0545,34.6943
292.2000,2.0870,34.6945
291.2000,2.0892,34.6953
290.2000,2.0715,34.6955
289.2000,2.0644,34.6942
288.2000,2.0680,34.6932
287.2000,2.0627,34.6924
286.2000,2.0821,34.6933
285.2000,2.1036,34.6926
284.2000,2.1011,34.6932
283.2000,2.1158,34.6939
282.2000,2.1067,34.6911
281.2000,2.1162,34.6929
280.2000,2.1105,34.6943
279.2000,2.0877,34.6930
278.2000,2.0837,34.6952
277.2000,2.1008,34.6956
276.2000,2.0993,34.6953
275.2000,2.1481,34.6969
274.2000,2.1777,34.6969
273.2000,2.1668,34.6978
272.2000,2.1636,34.6983
271.2000,2.1980,34.6993
270.2000,2.1773,34.7000
269.2000,2.2019,34.6990
268.2000,2.2021,34.7007
267.2000,2.2274,34.6975
266.2000,2.2496,34.6999
265.2000,2.2710,34.6981
264.2000,2.2735,34.6969
263.2000,2.2805,34.6997
262.2000,2.2982,34.6971
261.2000,2.3304,34.6973
260.2000,2.3272,34.7005
259.2000,2.3303,34.6989
258.2000,2.3378,34.6978
257.2000,2.3477,34.6960
256.2000,2.3683,34.6938
255.2000,2.3668,34.6936
254.2000,2.4037,34.6945
253.2000,2.4129,34.6941
252.2000,2.4129,34.6938
251.2000,2.4194,34.6932
250.2000,2.4578,34.6939
249.2000,2.4392,34.6945
248.2000,2.4571,34.6961
247.2000,2.4641,34.6969
246.2000,2.4622,34.6965
245.2000,2.4972,34.6962
244.2000,2.5207,34.6928
243.2000,2.5702,34.6945
242.2000,2.5540,34.6943
241.2000,2.6021,34.6942
240.2000,2.6450,34.6960
239.2000,2.6936,34.6984
238.2000,2.7252,34.6996
237.2000,2.7661,34.7021
236.2000,2.7658,34.7037
235.2000,2.7791,34.7011
234.2000,2.8149,34.6997
233.2000,2.8367,34.6999
232.2000,2.8222,34.7002
231.2000,2.8321,34.6997
230.2000,2.8339,34.6969
229.2000,2.8947,34.6989
228.2000,2.9383,34.6966
227.2000,2.9511,34.6971
226.2000,2.9999,34.6980
225.2000,3.0210,34.6993
224.2000,2.9970,34.6994
223.2000,3.0011,34.6996
222.2000,2.9752,34.6967
221.2000,2.9871,34.6932
220.2000,3.0375,34.6908
219.2000,3.0827,34.6883
218.2000,3.0741,34.6855
217.2000,3.1036,34.6850
216.2000,3.1226,34.6873
215.2000,3.1236,34.6860
214.2000,3.1568,34.6824
213.2000,3.2043,34.6795
212.2000,3.2554,34.6781
211.2000,3.2855,34.6776
210.2000,3.3444,34.6748
209.2000,3.3792,34.6766
208.2000,3.3778,34.6777
207.2000,3.4339,34.6757
206.2000,3.4486,34.6758
205.2000,3.4460,34.6749
204.2000,3.4516,34.6738
203.2000,3.4788,34.6732
202.2000,3.5025,34.6729
201.2000,3.4765,34.6726
200.2000,3.4441,34.6744
199.2000,3.4658,34.6723
198.2000,3.4958,34.6708
197.2000,3.4960,34.6689
196.2000,3.5353,34.6677
195.2000,3.5658,34.6690
194.2000,3.5953,34.6687
193.2000,3.6623,34.6704
192.2000,3.7208,34.6722
191.2000,3.7172,34.6728
190.2000,3.7427,34.6692
189.2000,3.7390,34.6658
188.2000,3.7640,34.6648
187.2000,3.7693,34.6637
186.2000,3.8109,34.6621
185.2000,3.8332,34.6595
184.2000,3.8511,34.6603
183.2000,3.8902,34.6608
182.2000,3.9588,34.6581
181.2000,3.9767,34.6602
180.2000,3.9461,34.6594
179.2000,3.9974,34.6620
178.2000,3.9605,34.6632
177.2000,3.9491,34.6663
176.2000,3.9502,34.6652
175.2000,3.9158,34.6674
174.2000,3.8849,34.6648
173.2000,3.8589,34.6608
172.2000,3.8065,34.6595
171.2000,3.7855,34.6603
170.2000,3.7854,34.6629
169.2000,3.8469,34.6648
168.2000,3.8401,34.6676
167.2000,3.8684,34.6666
166.2000,3.8612,34.6674
165.2000,3.8916,34.6662
164.2000,3.9168,34.6680
163.2000,3.9380,34.6709
162.2000,3.9888,34.6696
161.2000,4.0271,34.6691
160.2000,4.0136,34.6632
159.2000,3.9750,34.6631
158.2000,3.9949,34.6614
157.2000,3.9633,34.6586
156.2000,3.9643,34.6574
155.2000,3.9760,34.6558
154.2000,3.9928,34.6545
153.2000,3.9867,34.6565
152.2000,4.0045,34.6582
151.2000,3.9919,34.6543
150.2000,4.0413,34.6520
149.2000,4.0510,34.6466
148.2000,4.0267,34.6489
147.2000,3.9980,34.6504
146.2000,4.0562,34.6494
145.2000,4.1141,34.6471
144.2000,4.1910,34.6446
143.2000,4.2384,34.6409
142.2000,4.2859,34.6391
141.2000,4.3970,34.6393
140.2000,4.4515,34.6325
139.2000,4.5620,34.6296
138.2000,4.6762,34.6343
137.2000,4.7781,34.6343
136.2000,4.8439,34.6377
135.2000,4.8874,34.6362
134.2000,4.9882,34.6298
133.2000,5.0888,34.6268
132.2000,5.1999,34.6311
131.2000,5.2695,34.6285
130.2000,5.2807,34.6323
129.2000,5.3271,34.6282
128.2000,5.3761,34.6250
127.2000,5.4585,34.6280
126.2000,5.5126,34.6233
125.2000,5.5334,34.6250
124.2000,5.5975,34.6235
123.2000,5.6848,34.6256
122.2000,5.7007,34.6248
121.2000,5.7835,34.6319
120.2000,5.8644,34.6368
119.2000,5.9536,34.6321
118.2000,6.0501,34.6291
117.2000,6.1309,34.6253
116.2000,6.1409,34.6290
115.2000,6.1508,34.6326
114.2000,6.1649,34.6287
113.2000,6.2868,34.6257
112.2000,6.3030,34.6275
111.2000,6.3270,34.6212
110.2000,6.3862,34.6221
109.2000,6.4333,34.6193
108.2000,6.5601,34.6140
107.2000,6.5983,34.6206
106.2000,6.5786,34.6170
105.2000,6.6509,34.6174
104.2000,6.6358,34.6153
103.2000,6.6746,34.6189
102.2000,6.6587,34.6175
101.2000,6.7375,34.6136
100.2000,6.7457,34.6159
99.2000,6.7239,34.6147
98.2000,6.7410,34.6194
97.2000,6.7516,34.6158
96.2000,6.8177,34.6170
95.2000,6.8473,34.6235
94.2000,6.8387,34.6239
93.2000,6.8125,34.6279
92.2000,6.8019,34.6327
91.2000,6.8067,34.6355
90.2000,6.8858,34.6403
89.2000,6.9694,34.6461
88.2000,7.0462,34.6413
87.2000,7.0513,34.6461
86.2000,7.2005,34.6483
85.2000,7.1935,34.6530
84.2000,7.2641,34.6517
83.2000,7.3629,34.6465
82.2000,7.3922,34.6501
81.2000,7.4722,34.6466
80.2000,7.4639,34.6477
79.2000,7.5137,34.6488
78.2000,7.5124,34.6490
77.2000,7.6445,34.6483
76.2000,7.7294,34.6497
75.2000,7.8112,34.6514
74.2000,7.8432,34.6459
73.2000,7.9244,34.6438
72.2000,7.9565,34.6418
71.2000,8.0152,34.6392
70.2000,8.0670,34.6340
69.2000,8.0101,34.6384
68.2000,7.9994,34.6302
67.2000,8.0756,34.6305
66.2000,8.0174,34.6247
65.2000,8.1238,34.6239
64.2000,8.1084,34.6311
63.2000,8.2293,34.6339
62.2000,8.3342,34.6429
61.2000,8.3900,34.6526
60.2000,8.5417,34.6528
59.2000,8.6505,34.6641
58.2000,8.7918,34.6696
57.2000,8.8944,34.6649
56.2000,8.9582,34.6648
55.2000,9.1273,34.6700
54.2000,9.2133,34.6716
53.2000,9.4215,34.6777
52.2000,9.7032,34.6887
51.2000,9.9149,34.6980
50.2000,10.1199,34.7083
49.2000,10.2851,34.7287
48.2000,10.5900,34.7363
47.2000,10.7806,34.7518
46.2000,10.9964,34.7664
45.2000,11.0983,34.7711
44.2000,11.3081,34.7809
43.2000,11.5387,34.7843
42.2000,11.7247,34.7903
41.2000,11.8849,34.7981
40.2000,11.9877,34.8020
39.2000,12.2212,34.8046
38.2000,12.3620,34.8189
37.2000,12.5009,34.8316
36.2000,12.7591,34.8454
35.2000,12.8841,34.8637
34.2000,13.0839,34.8835
33.2000,13.2509,34.8994
32.2000,13.4588,34.9142
31.2000,13.7213,34.9266
30.2000,13.9851,34.9325
29.2000,14.2236,34.9443
28.2000,14.4006,34.9589
27.2000,14.6300,34.9683
26.2000,14.7235,34.9775
25.2000,14.9204,34.9831
24.2000,14.9889,34.9942
23.2000,15.0754,34.9944
22.2000,15.2250,34.9976
21.2000,15.3503,35.0013
20.2000,15.4819,35.0099
19.2000,15.5695,35.0122
18.2000,15.7387,35.0263
17.2000,15.8817,35.0419
16.2000,16.0530,35.0603
15.2000,16.2067,35.0740
14.2000,16.3152,35.0847
13.2000,16.3735,35.0983
12.2000,16.8667,35.1444
11.2000,17.4550,35.1998
10.2000,17.9692,35.2557
9.2000,18.4186,35.3068
8.2000,21.2813,35.3448
7.2000,23.3019,35.3963
6.2000,24.8400,35.4078
5.2000,26.5356,35.2932
4.2000,27.3448,35.1205
3.2000,27.6264,35.0016
2.2000,27.8072,34.9430
